School,OFF Rating,DEF Rating,OVR Rating,OFF Rank,DEF Rank,OVR Rank
MICDS,1.69,2.33,4.02,1,1,1
Westminster Christian Academy,1.09,1.75,2.84,5,2,2
Orchard Farm,1.15,1.6,2.75,3,3,3
Perryville,1.1,0.86,1.96,4,5,4
Bishop LeBlond,1.21,-0.07,1.14,2,9,5
Savannah,0.1,0.93,1.04,7,4,6
Pleasant Hill,0.7,-0.1,0.6,6,10,7
Clinton,-0.05,0.07,0.02,9,8,8
Monett,-0.11,0.11,0.01,10,7,9
Osage,-0.27,0.12,-0.15,12,6,10
Veritas Christian Academy,0.1,-0.36,-0.26,8,14,11
Logan-Rogersville,-0.26,-0.11,-0.37,11,11,12
Chillicothe,-0.66,-0.35,-1.01,18,12,13
Oak Grove,-0.68,-0.36,-1.04,19,13,14
Benton,-0.58,-0.64,-1.22,16,15,15
Center,-0.41,-1.0,-1.41,13,20,16
Northeast (Kansas City),-0.41,-1.08,-1.49,14,22,17
St. Pius X (Kansas City),-0.84,-0.7,-1.54,22,16,18
Fulton,-0.6,-1.1,-1.71,17,23,19
Duchesne,-0.85,-0.9,-1.75,23,18,20
St. Charles West,-0.75,-1.12,-1.87,21,24,21
Greenwood,-0.7,-1.17,-1.87,20,26,22
Mexico,-0.97,-0.96,-1.93,24,19,23
Odessa,-1.17,-1.02,-2.19,26,21,24
Moberly,-1.51,-0.79,-2.3,29,17,25
Excelsior Springs,-1.31,-1.13,-2.44,27,25,26
Affton,-0.48,-2.03,-2.5,15,29,27
Kirksville,-1.07,-1.85,-2.93,25,28,28
Lafayette (St. Joseph),-2.11,-1.29,-3.4,31,27,29
Aurora,-1.39,-2.46,-3.86,28,32,30
Fredericktown,-1.63,-2.42,-4.05,30,31,31
Boonville,-2.26,-2.49,-4.75,33,33,32
Cassville,-3.55,-2.19,-5.75,35,30,33
Lutheran North,-3.14,-3.36,-6.5,34,34,34
St. Clair,-2.12,-4.45,-6.57,32,35,35
